Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Regional Sales Manager (RSM)-Laptop & IT Products,https://skill.jobs/jobs/regional-sales-manager-rsm-laptop-it-products-6DWZHbao,Beginner,Walton Digi-Tech Industries Ltd.,https://skill.jobs/company-profile/none-lSTD94he,Fri Jan 20 2023,Anywhere,Full Time,Negotiable
BPO Trainee,https://skill.jobs/jobs/bpo-trainee-SuGPlpNn,Beginner,FIFO Tech,https://skill.jobs/company-profile/none-izNC6EdG,Mon Feb 06 2023,Anywhere,Full Time,Negotiable
Chief Information Security Officer,https://skill.jobs/jobs/chief-information-security-officer-oPZ6NLxl,Top Level,BRAC Bank Limited,https://skill.jobs/company-profile/none-CevIsP2J,Thu Jan 12 2023,Anywhere in Bangladesh,Full Time,Negotiable
Sales & Marketing Officer (Barisal/Khulna divisions only),https://skill.jobs/jobs/sales-marketing-officer-barisalkhulna-divisions-only-8NWIWb4K,Beginner,Swosti Limited,https://skill.jobs/company-profile/none-YP9Q4gAW,Tue Jan 31 2023,"Barishal, Khulna",Full Time,Negotiable
"Officer, Merchant Acquisition ( Dhaka)",https://skill.jobs/jobs/officer-merchant-acquisition-dhaka-Oqk4pGEd,Beginner,SSL Wireless,https://skill.jobs/company-profile/none-qpSURT5b,Sat Feb 04 2023,Dhaka,Full Time,11000 - 15000
Operations cum Creative Executive,https://skill.jobs/jobs/operations-cum-creative-executive-PEEh9URn,Beginner,Swosti Limited,https://skill.jobs/company-profile/none-YP9Q4gAW,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Assistant Manager - Social Media Advertisement cum Video Editor,https://skill.jobs/jobs/assistant-manager-social-media-advertisement-cum-video-editor-SzACP6Wa,Beginner,EN Global Education Ltd,https://skill.jobs/company-profile/none-UXdpizqP,Thu Jan 19 2023,Dhaka Dhanmandi,Full Time,Negotiable
Security Supervisor,https://skill.jobs/jobs/security-supervisor-zKIHUfQy,Beginner,Bengal Group Of Industries.,https://skill.jobs/company-profile/none-I8fAJ4dW,Sat Jan 28 2023,"Narayanganj, Noakhali, Bagerhat (Mongla), Dhaka (Savar)",Full Time,Negotiable
Experienced Software Programmer,https://skill.jobs/jobs/experienced-software-programmer-wevuvKix,Beginner,Swosti Limited,https://skill.jobs/company-profile/none-YP9Q4gAW,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Nurse,https://skill.jobs/jobs/nurse-cmdapL6W,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Thu Jan 26 2023,Gazipur,Full Time,Negotiable
Assistant Accounts Officer,https://skill.jobs/jobs/assistant-accounts-officer-dlKWqJvl,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Fri Jan 20 2023,Anywhere,Full Time,Negotiable
Outlet In-charge & Sales Associate,https://skill.jobs/jobs/outlet-in-charge-sales-associate-jHASWog7,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Wed Jan 18 2023,"Chittagong, Dhaka",Full Time,Negotiable
Front - End Developer,https://skill.jobs/jobs/front-end-developer-YdIbu15q,Beginner,SaRa Lifestyle Ltd.,https://skill.jobs/company-profile/none-1NqbgRTQ,Sun Jan 15 2023,"Mirpur DOHS, Dhaka",Full Time,Negotiable
Head of Fabric Sales & Marketing (Knit Fabrics),https://skill.jobs/jobs/head-of-fabric-sales-marketing-knit-fabrics-NuKXSwr1,Top Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
Executive/ Sr. Executive - Commercial (Export),https://skill.jobs/jobs/executive-sr-executive-commercial-export-zUCe6lVU,Mid Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
Call Center Executive,https://skill.jobs/jobs/call-center-executive-4k7qppJC,Beginner,Color Jet,https://skill.jobs/company-profile/none-46bYXaDY,Tue Jan 31 2023,"15/A/2, Near Segunbagicha Kacha Bazar",Full Time,6000 - 8000
DGM/ AGM - Production (Knit Garments),https://skill.jobs/jobs/dgm-agm-production-knit-garments-kCCb1vbk,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
Full Stack Wordpress Developer,https://skill.jobs/jobs/full-stack-wordpress-developer-3w2FrmTf,Beginner,Rise Up Labs,https://skill.jobs/company-profile/none-BHaJgyDA,Sun Jan 15 2023,Uttara,Full Time,Negotiable
"Sr. Software Developer (Full-Stack Developer, Docker, Laravel, React.js/Vue Js, Python)",https://skill.jobs/jobs/sr-software-developer-full-stack-developer-docker-laravel-reactjsvue-js-python-TcusawL5,Beginner,IGL Group,https://skill.jobs/company-profile/none-K3Jf3KUQ,Mon Feb 06 2023,Dhaka,Full Time,Negotiable
Assistant Manager/ Deputy Manager - Fabric Marketing (Knit Fabric),https://skill.jobs/jobs/assistant-manager-deputy-manager-fabric-marketing-knit-fabric-PFHWIg4T,Mid Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Fri Feb 03 2023,Gazipur,Full Time,Negotiable
Executive/ Jr. Executive - Production Planning,https://skill.jobs/jobs/executive-jr-executive-production-planning-cGWoO34v,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
DGM - Construction (Factory),https://skill.jobs/jobs/dgm-construction-factory-Fs70pBbw,Top Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
Front-end JavaScript Developer (Angular),https://skill.jobs/jobs/front-end-javascript-developer-angular-2QVbh7Sa,Mid Level,United Software Solutions,https://skill.jobs/company-profile/none-YUDf2ASH,Tue Jan 31 2023,Dhaka (Mirpur),Full Time,Negotiable
Chief Analyst (Manager)-Construction (Rupayan City Uttara),https://skill.jobs/jobs/chief-analyst-manager-construction-rupayan-city-uttara-Qt4EXrWp,Experienced,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Jan 28 2023,Uttara,Full Time,Negotiable
Executive - Work Study (Lingerie Garments),https://skill.jobs/jobs/executive-work-study-lingerie-garments-yCKpnAWj,Mid Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
Project Engineer - Construction,https://skill.jobs/jobs/project-engineer-construction-yASNb2sX,Top Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sun Jan 15 2023,Gazipur,Full Time,Negotiable
Assistant Manager (Window Roller production),https://skill.jobs/jobs/assistant-manager-window-roller-production-Xic9wjSa,Mid Level,Bir Group Holdings,https://skill.jobs/company-profile/none-hLCDKUCM,Mon Jan 23 2023,Gazipur,Full Time,Negotiable
Sr. Executive (Accounts & Finance),https://skill.jobs/jobs/sr-executive-accounts-finance-3EwI1HPP,Mid Level,Bir Group Holdings,https://skill.jobs/company-profile/none-hLCDKUCM,Tue Jan 17 2023,Dhaka,Full Time,Negotiable
Motion Graphics Designer,https://skill.jobs/jobs/motion-graphics-designer-btlG8OVG,Mid Level,Bangladesh Development Group.,https://skill.jobs/company-profile/none-meztIPZs,Wed Jan 18 2023,Dhaka,Full Time,Negotiable
Security Incharge,https://skill.jobs/jobs/security-incharge-7eNFmvWu,Beginner,Bengal Group Of Industries.,https://skill.jobs/company-profile/none-I8fAJ4dW,Sat Jan 28 2023,"Narayanganj, Noakhali, Bagerhat (Mongla), Dhaka (Savar)",Full Time,Negotiable
Sr. Executive/ Asst. Manager - Sales,https://skill.jobs/jobs/sr-executive-asst-manager-sales-tsSEX9Xq,Beginner,Excel Technologies Ltd.,https://skill.jobs/company-profile/none-rdUVNe3s,Tue Jan 10 2023,"Cox's Bazar, Dhaka, Gazipur, Sherpur",Full Time,Negotiable
Software Engineer/ Developer,https://skill.jobs/jobs/software-engineer-developer-LK00j9zG,Beginner,Snowtex Group,https://skill.jobs/company-profile/none-BIfEbjqW,Wed Feb 01 2023,"Dhaka (Dhamrai, Mirpur)",Full Time,Negotiable
"Assistant Manager, Compliance",https://skill.jobs/jobs/assistant-manager-compliance-L1RvXpYZ,Experienced,Super Star Group,https://skill.jobs/company-profile/none-Eze2uSI5,Fri Jan 13 2023,Dhaka,Full Time,Negotiable
Sr./ Executive - Accounts Payable,https://skill.jobs/jobs/sr-executive-accounts-payable-JU01qsvB,Beginner,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Asst. Catering/ F&B Sales Manager,https://skill.jobs/jobs/asst-catering-fb-sales-manager-yReJpUqJ,Experienced,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Wed Feb 01 2023,Anywhere,Full Time,Negotiable
Associate Director - Marketing,https://skill.jobs/jobs/associate-director-marketing-VeRtM0on,Top Level,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Junior Technology Specialist/ Technology Specialist,https://skill.jobs/jobs/junior-technology-specialist-technology-specialist-QJMbK9XJ,Mid Level,eGeneration Limited,https://skill.jobs/company-profile/none-FnuTuRwD,Wed Jan 11 2023,Dhaka,Full Time,Negotiable
"Software Developer, PHP",https://skill.jobs/jobs/software-developer-php-o394u6Az,Beginner,eGeneration Limited,https://skill.jobs/company-profile/none-FnuTuRwD,Thu Jan 12 2023,Dhaka,Full Time,Negotiable
Assistant Manager - Social Media Advertisement cum Video Editor,https://skill.jobs/jobs/assistant-manager-social-media-advertisement-cum-video-editor-bebfB1WU,Beginner,EN Global Education Ltd,https://skill.jobs/company-profile/none-UXdpizqP,Thu Jan 19 2023,Dhanmondi,Full Time,Negotiable
Manager/Asst. Manager - Business Development (BPM),https://skill.jobs/jobs/managerasst-manager-business-development-bpm-0jCs5iMX,Experienced,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Fri Jan 06 2023,Dhaka,Full Time,Negotiable
Customer Service Officer,https://skill.jobs/jobs/customer-service-officer-f5BV7CJF,Beginner,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Tue Jan 10 2023,Chattogram,Full Time,Negotiable
Customer Service Officer,https://skill.jobs/jobs/customer-service-officer-5PBsb9kO,Beginner,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Wed Jan 11 2023,Dhaka,Full Time,Negotiable
Sr. Computer Operator,https://skill.jobs/jobs/sr-computer-operator-q7aKPZYC,Mid Level,AXIOM EDUCATION,https://skill.jobs/company-profile/none-82awoFKV,Wed Jan 25 2023,Dhaka,Full Time,Negotiable
Senior Counselor,https://skill.jobs/jobs/senior-counselor-tsq6tnkx,Beginner,AXIOM EDUCATION,https://skill.jobs/company-profile/none-82awoFKV,Mon Jan 30 2023,Dhaka,Full Time,Negotiable
Assistant Manager/ Manager,https://skill.jobs/jobs/assistant-manager-manager-tak2nEcN,Mid Level,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Tue Jan 17 2023,Dhaka,Full Time,Negotiable
PHP Developer,https://skill.jobs/jobs/php-developer-vS4bLkPq,Beginner,Mir Info Systems Ltd.,https://skill.jobs/company-profile/none-jWPb5hyp,Thu Feb 02 2023,Dhaka,Full Time,Negotiable
Tele Sales Officer (Bank-Contact center operation),https://skill.jobs/jobs/tele-sales-officer-bank-contact-center-operation-s8WprPsc,Beginner,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Sat Jan 21 2023,Anywhere,Full Time,Negotiable
Senior DevOps Engineer,https://skill.jobs/jobs/senior-devops-engineer-5vmXyJr6,Mid Level,Mir Info Systems Ltd.,https://skill.jobs/company-profile/none-jWPb5hyp,Thu Feb 02 2023,Dhaka,Full Time,Negotiable
Sales & Marketing,https://skill.jobs/jobs/sales-marketing-SOjCtJGb,Mid Level,Daffodil Family,https://skill.jobs/company-profile/none-ERlKtGyv,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Sales Associate (Feet-On-Street),https://skill.jobs/jobs/sales-associate-feet-on-street-YuE1nr8M,Beginner,Genex Infosys Limited,https://skill.jobs/company-profile/none-F3ejCAyi,Wed Jan 25 2023,Dhaka,Full Time,Negotiable
Jr. Software Engineer (.NET Core),https://skill.jobs/jobs/jr-software-engineer-net-core-FAEEHcbD,Beginner,MediaSoft Data Systems Ltd.,https://skill.jobs/company-profile/none-O60nbkPX,Sat Jan 21 2023,Dhaka (Kawran Bazar),Full Time,Negotiable
Software Support Executive,https://skill.jobs/jobs/software-support-executive-mtFjlF4Z,Mid Level,MediaSoft Data Systems Ltd.,https://skill.jobs/company-profile/none-O60nbkPX,Fri Feb 03 2023,Dhaka,Full Time,Negotiable
Executive - Revenue Management,https://skill.jobs/jobs/executive-revenue-management-SgMQ2uL6,Beginner,US-Bangla Airlines,https://skill.jobs/company-profile/none-H2GVZL2A,Thu Jan 12 2023,Banani,Full Time,Negotiable
Customer Support Executive,https://skill.jobs/jobs/customer-support-executive-ocKbBjId,Beginner,Intellier Ltd.,https://skill.jobs/company-profile/none-QGUNbhrR,Sun Jan 15 2023,Dhaka (Kawran Bazar),Full Time,8000 - 10000
Proof-Reader,https://skill.jobs/jobs/proof-reader-mYABnpbe,Beginner,Intellier Ltd.,https://skill.jobs/company-profile/none-QGUNbhrR,Sun Jan 15 2023,Dhaka (Kawran Bazar),Full Time,Negotiable
Sr. Executive/ Asst. Manager - Sales,https://skill.jobs/jobs/sr-executive-asst-manager-sales-G78LHRl0,Mid Level,Excel Technologies Ltd.,https://skill.jobs/company-profile/none-rdUVNe3s,Tue Jan 10 2023,"Cox's Bazar, Dhaka, Gazipur, Sherpur",Full Time,Negotiable
"General Manager, Business Development",https://skill.jobs/jobs/general-manager-business-development-PjQA9taE,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Thu Jan 19 2023,Uttara,Full Time,Negotiable
Chief Analyst (Manager)-Construction,https://skill.jobs/jobs/chief-analyst-manager-construction-IW6EPM4K,Experienced,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Jan 28 2023,Uttara,Full Time,Negotiable
Business Development Specialist - Presales,https://skill.jobs/jobs/business-development-specialist-presales-tvvl3Ua3,Beginner,Intellier Ltd.,https://skill.jobs/company-profile/none-QGUNbhrR,Sat Jan 14 2023,Dhaka (Uttara),Full Time,Negotiable
Executive - Business Development (RMG),https://skill.jobs/jobs/executive-business-development-rmg-sLf6GgJN,Mid Level,Intellier Ltd.,https://skill.jobs/company-profile/none-QGUNbhrR,Thu Feb 02 2023,Dhaka (Uttara),Full Time,25000 - 30000
Software Engineer/ Developer,https://skill.jobs/jobs/software-engineer-developer-LIMclkok,Mid Level,Snowtex Group,https://skill.jobs/company-profile/none-BIfEbjqW,Wed Feb 01 2023,"Dhaka (Dhamrai, Mirpur)",Full Time,Negotiable
Customer Service Officer,https://skill.jobs/jobs/customer-service-officer-FyocamJl,Beginner,Digicon Technologies Ltd.,https://skill.jobs/company-profile/none-SQL3RBVR,Sat Jan 07 2023,Dhaka (Kawran Bazar),Full Time,Negotiable
HR Coordinator to COO/Management,https://skill.jobs/jobs/hr-coordinator-to-coomanagement-FtnKSWDZ,Beginner,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Thu Jan 26 2023,Narayanganj,Full Time,Negotiable
"Assistant Manager, Greige fabric (Knitting) Quality",https://skill.jobs/jobs/assistant-manager-greige-fabric-knitting-quality-2HC3Zxpz,Experienced,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Sun Jan 22 2023,Narayanganj,Full Time,Negotiable
"Manager, IE (Woven project)",https://skill.jobs/jobs/manager-ie-woven-project-ul59PCsT,Experienced,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Sat Jan 21 2023,Narayanganj,Full Time,Negotiable
Student Advisor,https://skill.jobs/jobs/student-advisor-Tf3UIjKJ,Beginner,10 Minute School,https://skill.jobs/company-profile/10-minute-school-17A8jxLa,Tue Jan 24 2023,Dhaka (Mohakhali),Full Time,13000 - 15000
"Officer/ Executive (HR, Admin & Compliance)",https://skill.jobs/jobs/officer-executive-hr-admin-compliance-caPchyaS,Beginner,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Fri Jan 20 2023,Narayanganj,Full Time,Negotiable
Manager (Core HR),https://skill.jobs/jobs/manager-core-hr-RFIQmc9H,Experienced,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Thu Jan 26 2023,Narayanganj,Full Time,Negotiable
Apex Developer / Senior Apex Developer,https://skill.jobs/jobs/apex-developer-senior-apex-developer-M9PpzUU5,Mid Level,Pridesys IT Limited,https://skill.jobs/company-profile/none-VqWvFFtL,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
Assistant General Manager - Tax (Real Estate Division),https://skill.jobs/jobs/assistant-general-manager-tax-real-estate-division-4TSaWHcg,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Chattogram,Full Time,Negotiable
"Officer, Merchant Acquisition (Chattogram)",https://skill.jobs/jobs/officer-merchant-acquisition-chattogram-eAih9cz0,Beginner,SSL Wireless,https://skill.jobs/company-profile/none-qpSURT5b,Tue Jan 31 2023,Chattogram,Full Time,11000 - 15000
"Officer, Merchant Acquisition (Khulna)",https://skill.jobs/jobs/officer-merchant-acquisition-khulna-AySBhBHy,Beginner,SSL Wireless,https://skill.jobs/company-profile/none-qpSURT5b,Tue Jan 31 2023,Khulna,Full Time,11000 - 15000
Executive - Supply Chain Management,https://skill.jobs/jobs/executive-supply-chain-management-lX0rCdbr,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Chattogram,Full Time,Negotiable
"Resort Manager - Operation (FL Resort - Foy's Lake Complex, Chittagong)",https://skill.jobs/jobs/resort-manager-operation-fl-resort-foys-lake-complex-chittagong-avPSdm1p,Top Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Chattogram (Khulshi),Full Time,Negotiable
Senior Student Counselor - Chittagong,https://skill.jobs/jobs/senior-student-counselor-chittagong-PJaCUHYE,Beginner,New Way Consultancy (NWC),https://skill.jobs/company-profile/none-xS7SJAtE,Sun Jan 15 2023,"Chattogram, Chattogram (Chattogram Sadar)",Full Time,Negotiable
AGM/ DGM - Human Resource Management & Development (OD & Training),https://skill.jobs/jobs/agm-dgm-human-resource-management-development-od-training-jf8Xb8KQ,Top Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Field Officer (Meghna PVC Ltd.),https://skill.jobs/jobs/field-officer-meghna-pvc-ltd-sI6XAChC,Beginner,Meghna Group of Industries,https://skill.jobs/company-profile/none-naqLihTL,Sun Jan 15 2023,Narayanganj,Full Time,Negotiable
Store Keeper (Real Estate Projects in Chittagong),https://skill.jobs/jobs/store-keeper-real-estate-projects-in-chittagong-Mag4xOvc,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Chattogram,Full Time,Negotiable
"Manager - Food & Beverage (Foy's Lake Complex, Chattogram)",https://skill.jobs/jobs/manager-food-beverage-foys-lake-complex-chattogram-P143Ji2v,Top Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Chattogram,Full Time,Negotiable
Front Desk Executive (Female),https://skill.jobs/jobs/front-desk-executive-female-tuEeUsEk,Beginner,JP Real Estate Ltd,https://skill.jobs/company-profile/jp-real-estate-ltd-o2zQ1Lfo,Sun Jan 15 2023,Dhaka (Banani),Full Time,Negotiable
Assistant Manager/ Deputy Manager - Concrete Block Sales & Marketing (Chattogram),https://skill.jobs/jobs/assistant-manager-deputy-manager-concrete-block-sales-marketing-chattogram-UHEKbn7o,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Jan 31 2023,Anywhere,Full Time,30000 - 40000
"Content Writer (SEO), Digital Marketing",https://skill.jobs/jobs/content-writer-seo-digital-marketing-JbEUfGgH,Mid Level,Tech Cloud Ltd.,https://skill.jobs/company-profile/none-g97V9sRi,Wed Jan 25 2023,Dhaka,Full Time,Negotiable
