Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Receptionist,https://skill.jobs/jobs/receptionist-zNcZq0OZ,Beginner,Euro Link,https://skill.jobs/company-profile/none-0jls2RiI,Tue Jan 31 2023,Dhaka (Dhaka Railway),Full Time,12000 - 15000
"Senior Medical Officer, Technical Support, Communicable Disease Programme (Contractual)",https://skill.jobs/jobs/senior-medical-officer-technical-support-communicable-disease-programme-contractual-oqVwXXMx,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Feb 01 2023,Chattogram,Contractual,Negotiable
Merchandiser (Only for Retail Shop),https://skill.jobs/jobs/merchandiser-only-for-retail-shop-nlOvTliU,Beginner,Square Food & Beverage Ltd.,https://skill.jobs/company-profile/none-WFLDbVBM,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Video Editor & Videographer,https://skill.jobs/jobs/video-editor-videographer-ayHVEYTq,Beginner,eShikhon.com - IT & Freelancing Training Institute,https://skill.jobs/company-profile/none-Hn09qOkS,Thu Feb 16 2023,"Dhaka (Adabor, Dhanmondi, Hazaribagh, Kalabagan, Mohammadpur, New Market, Paltan, Shahbag, Sher-e-Bangla Nagar, Tejgaon)",Full Time,25000 - 40000
Computer Operator for Technical Support,https://skill.jobs/jobs/computer-operator-for-technical-support-C5N39ilQ,Beginner,eShikhon.com - IT & Freelancing Training Institute,https://skill.jobs/company-profile/none-Hn09qOkS,Thu Feb 16 2023,"Dhaka (Adabor, Dhanmondi, Kalabagan, Kawran Bazar, Mirpur, Mohammadpur, New Market, Paltan, Shahbag, Sher-e-Bangla Nagar, Tejgaon)",Full Time,15000 - 20000
"Assistant Professor,Dept. of Law",https://skill.jobs/jobs/assistant-professordept-of-law-tJuPIWXy,Mid Level,ASA University Bangladesh,https://skill.jobs/company-profile/none-FnFLwXy6,Thu Feb 16 2023,Anywhere,Full Time,Negotiable
Cost Analyst,https://skill.jobs/jobs/cost-analyst-vS3zwsLM,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Wed Feb 01 2023,Dhaka,Full Time,Negotiable
Excel Technologies Ltd.,https://skill.jobs/jobs/excel-technologies-ltd-RpcLrtFi,Beginner,Esquire Knit Composite Ltd.,https://skill.jobs/company-profile/none-m5ENTTkH,Fri Feb 10 2023,Anywhere,Full Time,Negotiable
Officer - Fabric Procurement,https://skill.jobs/jobs/officer-fabric-procurement-SZ9IWBBo,Mid Level,HA-MEEM GROUP,https://skill.jobs/company-profile/none-8bz0RY2x,Thu Feb 09 2023,Dhaka (Tejgaon Industrial Area),Full Time,Negotiable
Sr. Officer/ Asst. Manager - Maintenance (Mechanical),https://skill.jobs/jobs/sr-officer-asst-manager-maintenance-mechanical-sKZRQk2R,Mid Level,HA-MEEM GROUP,https://skill.jobs/company-profile/none-8bz0RY2x,Thu Feb 23 2023,Dhaka (Tejgaon Industrial Area),Full Time,Negotiable
Customer Service Representative,https://skill.jobs/jobs/customer-service-representative-apvGyNHw,Beginner,Digicon Technologies Ltd.,https://skill.jobs/company-profile/none-SQL3RBVR,Thu Feb 23 2023,Dhaka (Kawran Bazar),Full Time,Negotiable
Science Teacher (VI-VII),https://skill.jobs/jobs/science-teacher-vi-vii-lJg8tcKO,Beginner,Scholastica Limited,https://skill.jobs/company-profile/none-TsLDpeHp,Fri Feb 03 2023,Dhaka,Full Time,Negotiable
Junior Officer/ Officer (Accounts) (Sylhet),https://skill.jobs/jobs/junior-officer-officer-accounts-sylhet-Rl4b1M73,Beginner,Eon Group of Industries,https://skill.jobs/company-profile/none-jLftUDgO,Tue Jan 31 2023,Sylhet,Full Time,14000 - 16000
Junior Officer/ Officer (Accounts) (Bogura),https://skill.jobs/jobs/junior-officer-officer-accounts-bogura-1hhts0Ky,Beginner,Eon Group of Industries,https://skill.jobs/company-profile/none-jLftUDgO,Tue Jan 31 2023,Bogura,Full Time,13000 - 15000
"Sales Executive/ Sr. Sales Executive, Crop or Seed Division",https://skill.jobs/jobs/sales-executive-sr-sales-executive-crop-or-seed-division-2dyPmOj8,Beginner,Eon Group of Industries,https://skill.jobs/company-profile/none-jLftUDgO,Wed Feb 08 2023,Anywhare,Full Time,Negotiable
Senior Executive/ Assistant Manager : Environment and Sustainability,https://skill.jobs/jobs/senior-executive-assistant-manager-environment-and-sustainability-4qXaqZBP,Mid Level,Esquire Knit Composite Ltd.,https://skill.jobs/company-profile/none-m5ENTTkH,Mon Feb 13 2023,Narayanganj (Sonargaon),Full Time,Negotiable
"Territory Sales Manager, Crop / Seed Division",https://skill.jobs/jobs/territory-sales-manager-crop-seed-division-Ve5JCPMa,Mid Level,Eon Group of Industries,https://skill.jobs/company-profile/none-jLftUDgO,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Executive/Senior Executive : Garments Planning,https://skill.jobs/jobs/executivesenior-executive-garments-planning-gR2bPjzD,Mid Level,Esquire Knit Composite Ltd.,https://skill.jobs/company-profile/none-m5ENTTkH,Thu Feb 23 2023,Narayanganj (Sonargaon),Full Time,Negotiable
Sr. Teacher (Female),https://skill.jobs/jobs/sr-teacher-female-ufN5KyFk,Experienced,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Fri Feb 10 2023,Anywhere,Full Time,Negotiable
Sr. Executive / Executive - HR & Admin,https://skill.jobs/jobs/sr-executive-executive-hr-admin-VeWjtp0r,Mid Level,Bangladesh Development Group.,https://skill.jobs/company-profile/none-meztIPZs,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Senior Executive - Human Resources (Reward & PMS),https://skill.jobs/jobs/senior-executive-human-resources-reward-pms-81y0JDd8,Mid Level,ServicEngine Ltd.,https://skill.jobs/company-profile/servicengine-ltd-XhxKubOg,Thu Feb 23 2023,"Kawran Bazar, Mohakhali",Full Time,20000 - 35000
"Officer, Admin and Finance, Urban Development Programme (Project Staff)",https://skill.jobs/jobs/officer-admin-and-finance-urban-development-programme-project-staff-fUoIDdhE,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Thu Feb 02 2023,Anywhere,Full Time,Negotiable
Manager ??Accounts & Finance,https://skill.jobs/jobs/manager-accounts-finance-xeFFudld,Experienced,Noman Group,https://skill.jobs/company-profile/none-ZOgDkioE,Fri Feb 10 2023,Anywhere,Full Time,Negotiable
"Technical Lead, Software Engineering, JAVA",https://skill.jobs/jobs/technical-lead-software-engineering-java-bTMXdw0u,Experienced,BRAC IT Services Limited,https://skill.jobs/company-profile/none-aV88OpfP,Wed Feb 08 2023,Dhaka,Full Time,Negotiable
"Deputy Manager, Pattern Room",https://skill.jobs/jobs/deputy-manager-pattern-room-B6MYehQ8,Mid Level,Aarong,https://skill.jobs/company-profile/none-d4UkjNOY,Tue Feb 07 2023,Dhaka,Full Time,Negotiable
"Manager, IT",https://skill.jobs/jobs/manager-it-iKljLpHl,Experienced,Roxy Paints Limited,https://skill.jobs/company-profile/none-95DlqlXZ,Wed Feb 15 2023,Dhanmondi,Full Time,Negotiable
Manager - Admin & HR,https://skill.jobs/jobs/manager-admin-hr-RlOxnKs2,Experienced,SAG Fashion Ltd.,https://skill.jobs/company-profile/none-Jb4s38sX,Wed Feb 15 2023,Tongi,Full Time,Negotiable
Sr. / Mid Software Engineer (Laravel),https://skill.jobs/jobs/sr-mid-software-engineer-laravel-zFk9z1HP,Beginner,And IT,https://skill.jobs/company-profile/none-DnmfxgVr,Wed Feb 22 2023,Khulna (Khulna Sadar),Full Time,Negotiable
Corporate Logistics Officer,https://skill.jobs/jobs/corporate-logistics-officer-2HMNlmJa,Beginner,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Wed Feb 15 2023,"Farmgate, Dhaka",Full Time,Negotiable
Web Designer (HTML/ CSS/jQuery/JavaScript ),https://skill.jobs/jobs/sr-mid-software-engineer-laravel-uPOHLw1I,Mid Level,And IT,https://skill.jobs/company-profile/none-DnmfxgVr,Wed Feb 22 2023,Khulna (Khulna Sadar),Full Time,Negotiable
Sales Officer,https://skill.jobs/jobs/sales-officer-5HOjG6Z2,Beginner,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Mon Feb 20 2023,Anywhere,Full Time,Negotiable
Executive/Sr. Executive (Sales & Marketing),https://skill.jobs/jobs/executivesr-executive-sales-marketing-U4rZRoOC,Experienced,Next Accessories Ltd.,https://skill.jobs/company-profile/none-2SuXuToU,Thu Feb 23 2023,"Dhaka, Narayanganj (Rupganj)",Full Time,Negotiable
System Support Engineer (NOC),https://skill.jobs/jobs/system-support-engineer-noc-REobHGd8,Beginner,SaltSync,https://skill.jobs/company-profile/none-xs6iskxe,Wed Feb 15 2023,Khulna Sadar,Full Time,Negotiable
Sales & Marketing Officer [Greater Narsingdi-Kishoreganj-Bhairab Areas],https://skill.jobs/jobs/sales-marketing-officer-greater-narsingdi-kishoreganj-bhairab-areas-NE3VWzsd,Mid Level,Swosti Limited,https://skill.jobs/company-profile/none-YP9Q4gAW,Wed Feb 15 2023,"Kishoreganj, Narsingdi, Kishoreganj (Bhairab)",Full Time,Negotiable
Executive (HR & Admin Department),https://skill.jobs/jobs/executive-hr-admin-department-rpxDwjOY,Beginner,Electra International,https://skill.jobs/company-profile/none-kwhxr8iX,Mon Feb 20 2023,Anywhere,Full Time,Negotiable
Sr. Executive/Executive (Retail Sales Dept.),https://skill.jobs/jobs/sr-executiveexecutive-retail-sales-dept-EWIjmQ0S,Beginner,Electra International,https://skill.jobs/company-profile/none-kwhxr8iX,Mon Feb 20 2023,Anywhere,Full Time,Negotiable
"Assistant/Deputy Manager, Customer Services & Revenue",https://skill.jobs/jobs/assistantdeputy-manager-customer-services-revenue-qBZ2kFLR,Mid Level,Sanmar Properties Ltd.,https://skill.jobs/company-profile/none-PYKt2Z7c,Wed Feb 15 2023,Chattogram,Full Time,Negotiable
"Manager/ Senior Manager, Inventory",https://skill.jobs/jobs/manager-senior-manager-inventory-ZgNfXU38,Experienced,Sanmar Properties Ltd.,https://skill.jobs/company-profile/none-PYKt2Z7c,Wed Feb 15 2023,Chattogram,Full Time,Negotiable
Executive/Sr. Executive (Accounts Department),https://skill.jobs/jobs/executivesr-executive-accounts-department-YduyxiDe,Beginner,Electra International,https://skill.jobs/company-profile/none-kwhxr8iX,Thu Feb 23 2023,Anywhere,Full Time,Negotiable
Business Development Manager,https://skill.jobs/jobs/business-development-manager-txSfuj6H,Mid Level,SARBS Communications Ltd.,https://skill.jobs/company-profile/none-pXQzEwuN,Wed Feb 15 2023,Dhaka,Full Time,30 - 40
Executive Admin Officer,https://skill.jobs/jobs/executive-admin-officer-cq54me5X,Beginner,SARBS Communications Ltd.,https://skill.jobs/company-profile/none-pXQzEwuN,Sat Feb 11 2023,"Chattogram, Cox's Bazar",Full Time,Negotiable
Business Development Executive,https://skill.jobs/jobs/business-development-executive-dXxl5IYF,Beginner,SARBS Communications Ltd.,https://skill.jobs/company-profile/none-pXQzEwuN,Wed Feb 15 2023,Dhaka,Full Time,Negotiable
Assistant Manager/ Manager-Sales (Rupayan City Uttara),https://skill.jobs/jobs/assistant-manager-manager-sales-rupayan-city-uttara-HxM2iret,Mid Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Mon Feb 20 2023,Uttara,Full Time,Negotiable
Manager - Estimate (RHEL),https://skill.jobs/jobs/manager-estimate-rhel-S1ou7miY,Top Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Thu Feb 16 2023,Dhaka,Full Time,Negotiable
Assistant Manager/ Manager - Sales (RHEL),https://skill.jobs/jobs/assistant-manager-manager-sales-rhel-ZGFU6BsC,Mid Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Thu Feb 16 2023,Dhaka,Full Time,Negotiable
"Sr. Executive/ Dy. Manager - Sales (RHEL)(Dhaka, Narayanganj, Ashulia)",https://skill.jobs/jobs/sr-executive-dy-manager-sales-rheldhaka-narayanganj-ashulia-s1MlrllS,Mid Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Mon Jan 16 2023,"Dhaka, Narayanganj, Ashulia",Full Time,Negotiable
Sr. Executive/ Dy. Manager - Sales (RHEL) (Chattogram),https://skill.jobs/jobs/sr-executive-dy-manager-sales-rhel-chattogram-iY43WpTx,Mid Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Thu Feb 16 2023,Chattogram,Full Time,Negotiable
Assistant Manager/ Manager - Land Acquisition (Joint venture),https://skill.jobs/jobs/assistant-manager-manager-land-acquisition-joint-venture-EHhDnE2r,Mid Level,Rupayan Housing estate Ltd.,https://skill.jobs/company-profile/none-XJ6MUnzt,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Manager / Sr. Manager- Store & Warehouse,https://skill.jobs/jobs/manager-sr-manager-store-warehouse-sExIFTJH,Experienced,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Tue Jan 31 2023,Narayanganj,Full Time,Negotiable
Manager/AGM (Marketing & Media Communication-RHEL),https://skill.jobs/jobs/manageragm-marketing-media-communication-rhel-z3fIOQMn,Experienced,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Sat Feb 11 2023,Dhaka,Full Time,Negotiable
"Deputy General Manager - Visa, Ticket & Tour Packages(NASSA Planet Travels Ltd )",https://skill.jobs/jobs/deputy-general-manager-visa-ticket-tour-packagesnassa-planet-travels-ltd-KAXSFxvl,Top Level,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
MTO for Yarn Procurement,https://skill.jobs/jobs/mto-for-yarn-procurement-LgD3n1nP,Beginner,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Tue Feb 07 2023,Anywhere,Full Time,Negotiable
Manager - Inventory (Factory),https://skill.jobs/jobs/manager-inventory-factory-kGeFZUnm,Experienced,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Store Manager (Dates & Fruits),https://skill.jobs/jobs/store-manager-dates-fruits-9MXaRq6l,Experienced,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Fri Feb 10 2023,Anywhere,Full Time,Negotiable
"DGM (Cluster Head), Sales",https://skill.jobs/jobs/dgm-cluster-head-sales-7qn8ikep,Top Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Wed Feb 01 2023,Anywhere,Full Time,Negotiable
Call Center Team Leader,https://skill.jobs/jobs/call-center-team-leader-kS7Ck2LZ,Mid Level,MY Outsourcing Ltd.,https://skill.jobs/company-profile/none-GbY84V8L,Tue Feb 21 2023,Anywhere,Full Time,13000 - 15000
Communication Relationship Officer,https://skill.jobs/jobs/communication-relationship-officer-6mirAaWL,Beginner,Foresight IT,https://skill.jobs/company-profile/none-GlIIoVrr,Wed Feb 22 2023,Anywhere,Full Time,12000 - 15000
Assistant Manager / Deputy Manager - Property Purchase (Brokerage Business),https://skill.jobs/jobs/assistant-manager-deputy-manager-property-purchase-brokerage-business-tBXQVD70,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Wed Feb 22 2023,Anywhere,Full Time,Negotiable
Junior Java Developer,https://skill.jobs/jobs/junior-java-developer-Pz8K58nk,Beginner,naztech Inc. Ltd,https://skill.jobs/company-profile/none-vb1Pt53U,Tue Feb 21 2023,Banani,Full Time,Negotiable
Software Developer,https://skill.jobs/jobs/software-developer-c1kjwk9M,Mid Level,Petrochem (Bangladesh) Limited,https://skill.jobs/company-profile/none-L1rCTp6h,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Senior Data Engineer,https://skill.jobs/jobs/senior-data-engineer-KJCJ4k45,Mid Level,BRAC IT Services Limited,https://skill.jobs/company-profile/none-aV88OpfP,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Software Developer,https://skill.jobs/jobs/software-developer-JEfsxqad,Beginner,Primeasia University,https://skill.jobs/company-profile/none-bLBdp80m,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Midwife(Sunamganj),https://skill.jobs/jobs/midwifesunamganj-A5ZrW5mm,Beginner,Save the Children,https://skill.jobs/company-profile/none-tatfDhS2,Wed Feb 15 2023,Sunamganj,Full Time,Negotiable
"Midwife(Bandarban, Chandpur, Noakhali)",https://skill.jobs/jobs/midwifebandarban-FbCrHcn3,Beginner,Save the Children,https://skill.jobs/company-profile/none-tatfDhS2,Wed Feb 15 2023,"Bandarban, Chandpur, Noakhali",Full Time,Negotiable
Senior Officer - Knowledge Management (Humanitarian),https://skill.jobs/jobs/senior-officer-knowledge-management-humanitarian-TvAw6f3x,Mid Level,Save the Children,https://skill.jobs/company-profile/none-tatfDhS2,Wed Feb 15 2023,Dhaka,Full Time,Negotiable
Front Desk Executive (Female),https://skill.jobs/jobs/front-desk-executive-female-HGWvYHeO,Beginner,Scholars Zone,https://skill.jobs/company-profile/none-QrqMIHc8,Wed Feb 15 2023,Dhanmondi,Full Time,20000 - 25000
Senior Executive,https://skill.jobs/jobs/senior-executive-Aw6sV34h,Beginner,Scholars Zone,https://skill.jobs/company-profile/none-QrqMIHc8,Fri Feb 17 2023,Gulshan,Full Time,Negotiable
"Asst. Manager/ Deputy Manager, Lift Service (Oriental Group).",https://skill.jobs/jobs/asst-manager-deputy-manager-lift-service-oriental-group-BBKOltyu,Experienced,Oriental Group,https://skill.jobs/company-profile/none-P5lARG8g,Wed Feb 15 2023,Anywhere,Full Time,Negotiable
"Executive, HR and Admin",https://skill.jobs/jobs/executive-hr-and-admin-OcedM60s,Beginner,Oriental Group,https://skill.jobs/company-profile/none-P5lARG8g,Wed Feb 15 2023,Dhanmondi,Full Time,Negotiable
"Sr. Executive, Digital Marketing",https://skill.jobs/jobs/sr-executive-digital-marketing-jI2Jv38y,Mid Level,Oriental Group,https://skill.jobs/company-profile/none-P5lARG8g,Wed Feb 22 2023,Dhanmondi,Full Time,Negotiable
Business Planning and Optimization Manager,https://skill.jobs/jobs/business-planning-and-optimization-manager-fLPcpRbI,Beginner,iFarmer Limited,https://skill.jobs/company-profile/none-iTC3j5QX,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Construction Coordinator - Rupayan Construction Ltd.,https://skill.jobs/jobs/construction-coordinator-rupayan-construction-ltd-YM9coWkK,Experienced,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Senior Executive - C & P Laboratory (Physical),https://skill.jobs/jobs/senior-executive-c-p-laboratory-physical-WO2mPrnV,Beginner,SGS Bangladesh Limited,https://skill.jobs/company-profile/none-t6jv2C58,Mon Feb 20 2023,Dhaka,Full Time,Negotiable
Divisional Sales Manager/ Regional Sales Manager (Mosquito Coil & Toiletries Items),https://skill.jobs/jobs/divisional-sales-manager-regional-sales-manager-mosquito-coil-toiletries-items-y7pTBr1W,Mid Level,Bashundhara Group,https://skill.jobs/company-profile/none-r1cLx7jb,Sat Jan 28 2023,Anywhere,Full Time,Negotiable
"Sr. Executive/ Deputy Manager (Sales), Motijheel Branch (RHEL)",https://skill.jobs/jobs/sr-executive-deputy-manager-sales-motijheel-branch-rhel-Wz8ZTRmT,Mid Level,Rupayan Group,https://skill.jobs/company-profile/none-dOlzv0IM,Thu Feb 16 2023,Motijheell,Full Time,Negotiable
"Senior Executive, Business Development - CBE (Training Academy)",https://skill.jobs/jobs/senior-executive-business-development-cbe-training-academy-VzXIDGIR,Beginner,SGS Bangladesh Limited,https://skill.jobs/company-profile/none-t6jv2C58,Sat Feb 18 2023,Dhaka,Full Time,Negotiable
"Medical Officer, Urban Development Programme (Project Staff)",https://skill.jobs/jobs/medical-officer-urban-development-programme-project-staff-fHbfAwzv,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Programmer (Web App Developer),https://skill.jobs/jobs/programmer-web-app-developer-05FId8Ns,Beginner,Energypac Power Generation Ltd.,https://skill.jobs/company-profile/none-QBbSj6up,Tue Jan 31 2023,Dhaka,Full Time,40000 - 50000
"Associate Officer, Front Desk, Logistics Services",https://skill.jobs/jobs/associate-officer-front-desk-logistics-services-tIDm71hc,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
"Lead, Technical, Protection (Contractual); Humanitarian Crisis Management Programme",https://skill.jobs/jobs/lead-technical-protection-contractual-humanitarian-crisis-management-programme-5Cb0HA37,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Cox's Bazar,Contractual,Negotiable
Manager/Deputy Manager - Finance & Accounts,https://skill.jobs/jobs/managerdeputy-manager-finance-accounts-8NziiK81,Experienced,Bangladesh Development Group.,https://skill.jobs/company-profile/none-meztIPZs,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Sales & Marketing Specialist,https://skill.jobs/jobs/sales-marketing-specialist-8Hn9RBeq,Beginner,Softifybd Limited,https://skill.jobs/company-profile/none-jJkA4ZQj,Fri Feb 10 2023,Dhaka (Gulshan),Full Time,15000 - 25000
Junior System Admin,https://skill.jobs/jobs/junior-system-admin-wWw8GCmf,Beginner,TallyKhata,https://skill.jobs/company-profile/none-MHVotf7o,Wed Feb 15 2023,Dhaka (Banani),Full Time,Negotiable
SEO Specialists,https://skill.jobs/jobs/seo-specialists-HUZQcH6h,Beginner,Foresight IT,https://skill.jobs/company-profile/none-GlIIoVrr,Wed Feb 22 2023,Dhaka (Mirpur),Full Time,15000 - 30000
"Officer, Training and Counselling; Skills Development Programme (Project Staff)",https://skill.jobs/jobs/officer-training-and-counselling-skills-development-programme-project-staff-jts2kzYS,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Contractual,Negotiable
"Officer, Help Desk, Human Resource Division",https://skill.jobs/jobs/officer-help-desk-human-resource-division-kEscdbGX,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Senior DevOps Engineer,https://skill.jobs/jobs/senior-devops-engineer-uBWPizLT,Mid Level,BJIT Limited,https://skill.jobs/company-profile/bjit-limited-5DM3x6jR,Wed Feb 22 2023,Anywhere,Full Time,Negotiable
"Senior Programme Manager, Climate Adaptive Agriculture and Livelihood, Climate Change Programme (CCP)",https://skill.jobs/jobs/senior-programme-manager-climate-adaptive-agriculture-and-livelihood-climate-change-programme-ccp-fsD3yk0x,Experienced,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Assistant Engineer (Sales & Marketing) For Pre-fabricated Steel Building,https://skill.jobs/jobs/assistant-engineer-sales-marketing-for-pre-fabricated-steel-building-PjAWoixc,Beginner,Eminence Structures Ltd,https://skill.jobs/company-profile/none-lu2CGSdh,Tue Jan 31 2023,Anywhare,Full Time,Negotiable
Integrated Network Lead Engineer,https://skill.jobs/jobs/integrated-network-lead-engineer-o3fjWbsM,Experienced,Banglalink,https://skill.jobs/company-profile/none-3eHiotlP,Wed Feb 22 2023,Dhaka,Full Time,Negotiable
"Deputy Manager, M&E and Knowledge Management, Urban Development Programme (UDP) , Contractual",https://skill.jobs/jobs/deputy-manager-me-and-knowledge-management-urban-development-programme-udp-contractual-KYuRhB52,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Contractual,Negotiable
AutoCAD Detailer - Female (Proposal Drawing of Steel Building),https://skill.jobs/jobs/autocad-detailer-female-proposal-drawing-of-steel-building-Z6lKee28,Beginner,Eminence Structures Ltd,https://skill.jobs/company-profile/none-lu2CGSdh,Tue Jan 31 2023,Dhaka (Mirpur),Full Time,Negotiable
"Logistics Assistant, BRAC Kumon Limited",https://skill.jobs/jobs/logistics-assistant-brac-kumon-limited-jia5JTun,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Thu Feb 02 2023,Anywhere,Full Time,Negotiable
Head of Grants; Global Resource Mobilisation & Partnerships,https://skill.jobs/jobs/head-of-grants-global-resource-mobilisation-partnerships-CAtsvZgX,Experienced,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Design Engineer,https://skill.jobs/jobs/design-engineer-jJBkikac,Beginner,Eminence Structures Ltd,https://skill.jobs/company-profile/none-lu2CGSdh,Tue Jan 31 2023,Dhaka (Mirpur),Full Time,Negotiable
Assistant Executive - C & P Laboratory (Chattogram),https://skill.jobs/jobs/assistant-executive-c-p-laboratory-chattogram-UUPVgS1e,Beginner,SGS Bangladesh Limited,https://skill.jobs/company-profile/none-t6jv2C58,Mon Feb 20 2023,Chattogram,Full Time,Negotiable
"Deputy Manager, Gender Inclusion and Women Entrepreneurship Development, Microfinance Programme",https://skill.jobs/jobs/deputy-manager-gender-inclusion-and-women-entrepreneurship-development-microfinance-programme-HoAW7mZ6,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Feb 01 2023,Anywhere,Full Time,Negotiable
"Sr. Officer/ Officer, Corporate Sales (Paints)",https://skill.jobs/jobs/sr-officer-officer-corporate-sales-paints-mHzfR57Q,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Wed Feb 01 2023,Anywhere,Full Time,Negotiable
"Executive, Legal",https://skill.jobs/jobs/executive-legal-qztIVVZ5,Beginner,Edison Real Estate Ltd.,https://skill.jobs/company-profile/none-2v4nAdDM,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Assistant Manager / Deputy Manager - Sales & Inventory (Brokerage Business),https://skill.jobs/jobs/assistant-manager-deputy-manager-sales-inventory-brokerage-business-FveUo05P,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Feb 21 2023,Anywhere,Full Time,Negotiable
Officer (Chemist),https://skill.jobs/jobs/officer-chemist-IzOfGnzV,Beginner,Redmin Industries Limited/ ROS Tech,https://skill.jobs/company-profile/none-NNLxJpHG,Mon Feb 06 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Executive, Facilities Management",https://skill.jobs/jobs/executive-facilities-management-JfmtFLl5,Beginner,Edison Real Estate Ltd.,https://skill.jobs/company-profile/none-2v4nAdDM,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Asstt. Professor (Medicine),https://skill.jobs/jobs/asstt-professor-medicine-vRRXPaoi,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,Negotiable
Assistant Manager/ Deputy Manager (Administration),https://skill.jobs/jobs/assistant-manager-deputy-manager-administration-I241Uvh1,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Fri Feb 10 2023,Anywhere,Full Time,Negotiable
Associate Professor (Neuro Surgery),https://skill.jobs/jobs/associate-professor-neuro-surgery-Q6cHrAMn,Mid Level,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,35 - 60
Programmer (MIS/ IT),https://skill.jobs/jobs/programmer-mis-it-6mmbrfga,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Fri Feb 03 2023,Anywhere,Full Time,Negotiable
Assistant/ Deputy Manager- Cost Management,https://skill.jobs/jobs/assistant-deputy-manager-cost-management-HjrVEnqM,Experienced,Akij Resources Limited,https://skill.jobs/company-profile/none-S3qB7GH1,Sat Feb 04 2023,Anywhere,Full Time,Negotiable
