Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
???????? (???????? ???),https://jobs.bdjobs.com/jobdetails.asp?id=1125838&fcatId=-1&ln=2,DESIG-NAA,?????????? ?????? ??????,5 to 10 year(s),,2023,,,,,,,,,,,,,,,
"Executive, Accounts & Inventory",https://jobs.bdjobs.com/jobdetails.asp?id=1125241&fcatId=-1&ln=1,Alphatek Engineering Limited,Demra,At least 2 year(s),BBA / Business Graduate from Any Public University,2023,,,,,,,,,,,,,,,
Asst. Manager/ Manager - Finishing,https://jobs.bdjobs.com/jobdetails.asp?id=1125854&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,At least 8 year(s),Bachelor degree in any discipline,2023,HSC in Any Discipline,,,,,,,,,,,,,,
Project Engineer / Site Engineer (Civil),https://jobs.bdjobs.com/jobdetails.asp?id=1125774&fcatId=-1&ln=1,Kunjo Developers Ltd.,Dhaka,4 to 7 year(s),B.Sc./ Diploma in Civil Engineering from any recognized institute.,2023,,,,,,,,,,,,,,,
Sales Associate,https://jobs.bdjobs.com/jobdetails.asp?id=1125846&fcatId=-1&ln=1,YOYOSO BD,Banani,Na,HSC,2023,,,,,,,,,,,,,,,
"Manager - HR, Admin & Compliance",https://jobs.bdjobs.com/jobdetails.asp?id=1125842&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,At least 10 year(s),Masters in any discipline from a reputed University,2023,MBA will be given preference,,,,,,,,,,,,,,
"DGM, Administration (Security Head)",https://jobs.bdjobs.com/jobdetails.asp?id=1125824&fcatId=-1&ln=1,building technology & ideas ltd.,Dhaka,At least 10 year(s),Minimum graduate in any discipline from reputed university,2023,,,,,,,,,,,,,,,
Manager/ Assistant Manager - Sales (RHEL- Rupayan Bhuiyan Emporium),https://jobs.bdjobs.com/jobdetails.asp?id=1125822&fcatId=-1&ln=1,Rupayan Group,Ashulia,At least 5 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
Business Development Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1125746&fcatId=-1&ln=1,iota Consulting BD,Dhaka,2 to 4 year(s),"Bachelor in Engineering (BEngg) in Mechanical,CSE,EEE",2023,Bachelor of Business Administration (BBA) in ...,,,,,,,,,,,,,,
,,,,,,,,job-title-text href,comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,edu-text-d 2,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,comp_logo src
Executive (Land & Legal),https://jobs.bdjobs.com/jobdetails.asp?id=1132842&fcatId=-1&ln=1,ACME Garments Unit,Uttara,At least 5 year(s),"Bachelor of Law (LLB), Master of Law (LLM)",2023,,,,,,,,,,,,,,,
Sr. Executive/ Executive - Call Center,https://jobs.bdjobs.com/jobdetails.asp?id=1132840&fcatId=-1&ln=1,Rupayan Group,Dhaka,At least 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Area Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132836&fcatId=-1&ln=1,SMC Enterprise Ltd.,Anywhere in Bangladesh,At least 6 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Manager- Administration,https://jobs.bdjobs.com/jobdetails.asp?id=1132834&fcatId=-1&ln=1,International Rescue Committee (IRC),Dhaka,At least 5 year(s),Master`s/ Graduate degree in Business Administration/ Logistics/ Supply Chain/IT,2023,,,,,,,,,,,,,,,
??? ??? ?????? ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132835&fcatId=-1&ln=2,Dhaka Club Limited,????,At least 10 year(s),???????? ????? ??????????? ???????? ??? ??? ??? ????????? ???? ?????? ?????????? ???? ?????? ...,2023,,,,,,,,,,,,,,,
Assistant General Manager - Finance & Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1132828&fcatId=-1&ln=1,Asons Bangladesh (Pvt) Ltd.,Dhaka,2 to 3 year(s),Honors & Masters in Accounting With,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Team Member (Customer Care - Telesales),https://jobs.bdjobs.com/jobdetails.asp?id=1132825&fcatId=-1&ln=1,OnnoRokom Electroncis Co. Ltd. (A concern of OnnoRokom Group),Motijheel,0 to 1 year(s),HSC,2023,,,,,,,,,,,,,,,
Accounting Officer (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1132801&fcatId=-1&ln=1,Bright Career Service ltd.,Banani,At most 1 year(s),HSC,2023,,,,,,,,,,,,,,,
Surveyor - PR & Legal Department,https://jobs.bdjobs.com/jobdetails.asp?id=1132666&fcatId=-1&ln=1,Square Textiles Division,Uttara,5 to 7 year(s),Graduation from any Public/Private/National University,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Officer, Safety, Security Services",https://jobs.bdjobs.com/jobdetails.asp?id=1132823&fcatId=-1&ln=1,BRAC,Dhaka,At least 1 year(s),B.Sc (Engg.) from any recognized university/ institution (Preferred subject EEE/Mechanical/IPE/ ...,2023,,,,,,,,,,,,,,,
Compliance Manager (Woven Garments),https://jobs.bdjobs.com/jobdetails.asp?id=1132457&fcatId=-1&ln=1,Fountain Garments,Savar,8 to 10 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
"Territory Officer, ENI Lubricants",https://jobs.bdjobs.com/jobdetails.asp?id=1132827&fcatId=-1&ln=1,ACI Motors Limited,Anywhere in Bangladesh,2 to 4 year(s),Bachelor degree/graduation in any discipline,2023,,,,,,,,,,,,,,,
"Senior Executive/ Assistant Manager - Corporate Sales (Cable,Plastic,Non Plastic)",https://jobs.bdjobs.com/jobdetails.asp?id=1132824&fcatId=-1&ln=1,A Reputed Group of Companies,"Chattogram, Dhaka",2 to 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Medical Services Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132820&fcatId=-1&ln=1,Eskayef Pharmaceuticals Ltd.,Anywhere in Bangladesh,Na,Masters/ B.Pharm/ Graduate,2023,,,,,,,,,,,,,,,
Assistant Executive (Tax & Vat),https://jobs.bdjobs.com/jobdetails.asp?id=1132818&fcatId=-1&ln=1,A Reputed Pharmaceuticals Company,Dhaka,3 to 4 year(s),Master with Finance & Accounting Background,2023,,,,,,,,,,,,,,,
Project Engineer (Project Document Controller & Project Coordinator),https://jobs.bdjobs.com/jobdetails.asp?id=1132810&fcatId=-1&ln=1,Franklin Floortech,Dhaka,At least 1 year(s),BSc in Civil Engineering from reputed Public or Private Universities.,2023,,,,,,,,,,,,,,,
Wash Technician/ Senior Wash Technician,https://jobs.bdjobs.com/jobdetails.asp?id=1132807&fcatId=-1&ln=1,Creative Wash Limited,"Dhaka, Gazipur",At least 7 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Sales and Service Engineer (EGP Expert),https://jobs.bdjobs.com/jobdetails.asp?id=1132806&fcatId=-1&ln=1,Glassco Scientific & Analytical Company,Dhaka,Na,Bachelor Degree In any Reputed Institute (English Department Preferable),2023,,,,,,,,,,,,,,,
IT Exective,https://jobs.bdjobs.com/jobdetails.asp?id=1132815&fcatId=-1&ln=1,MA ENTERPRISE.,Dhaka,3 to 7 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Floor In charge-Workshop,https://jobs.bdjobs.com/jobdetails.asp?id=1132814&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,At least 20 year(s),Diploma in Engineering,2023,,,,,,,,,,,,,,,
Automobile Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132813&fcatId=-1&ln=1,MA ENTERPRISE.,Tejgaon Industrial Area,3 to 5 year(s),Diploma in Automobile,2023,,,,,,,,,,,,,,,
Chief Operating Officer (COO)/ Executive Director,https://jobs.bdjobs.com/jobdetails.asp?id=1132799&fcatId=-1&ln=1,Ha-Meem Denim Limited,"Dhaka, Gazipur",At least 16 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Software Engineer, Java",https://jobs.bdjobs.com/jobdetails.asp?id=1132804&fcatId=-1&ln=1,eGeneration Limited,Dhaka,3 to 5 year(s),Bachelor of Science (BSc) in Computer Science,2023,,,,,,,,,,,,,,,
Officer - Store (Accessories),https://jobs.bdjobs.com/jobdetails.asp?id=1132803&fcatId=-1&ln=1,A Largest Knit Garments Group of Company,Ashulia,2 to 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Manager/Sr. Manager-Sales,https://jobs.bdjobs.com/jobdetails.asp?id=1132572&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,10 to 15 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
Merchandiser/ Sr. Merchandiser For Knit Garments Industry,https://jobs.bdjobs.com/jobdetails.asp?id=1132798&fcatId=-1&ln=1,MITALI GROUP,Gazipur,5 to 7 year(s),Masters degree in any discipline.,2023,,,,,,,,,,,,,,,
"Executive, Supply Chain",https://jobs.bdjobs.com/jobdetails.asp?id=1132565&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,3 to 5 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
"Pattern Master, Woven",https://jobs.bdjobs.com/jobdetails.asp?id=1132378&fcatId=-1&ln=1,Buying House,Anywhere in Bangladesh,4 to 6 year(s),HSC,2023,,,,,,,,,,,,,,,
"Sr. Pattern Master, Woven",https://jobs.bdjobs.com/jobdetails.asp?id=1132385&fcatId=-1&ln=1,Buying House,Anywhere in Bangladesh,5 to 7 year(s),Bachelor of Business Administration (BBA),2023,,,,,,,,,,,,,,,
Technical Lead,https://jobs.bdjobs.com/jobdetails.asp?id=1132797&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 5 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Technical Project Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132796&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 5 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
"Assistant Technical Specialist, Self Reliance, HCMP",https://jobs.bdjobs.com/jobdetails.asp?id=1132787&fcatId=-1&ln=1,BRAC.,Ukhia,At least 4 year(s),B.Sc/M. Sc. in Agriculture/Horticulture/Agronomy from any recognized university/ institution.,2023,,,,,,,,,,,,,,,
Manager Merchandising (Knit & Woven),https://jobs.bdjobs.com/jobdetails.asp?id=1132788&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",12 to 14 year(s),Graduate in any discipline from recognized university.,2023,,,,,,,,,,,,,,,
Senior Manager (Production),https://jobs.bdjobs.com/jobdetails.asp?id=1132784&fcatId=-1&ln=1,YP Ashulia Limited,Anywhere in Bangladesh,3 to 5 year(s),Bachelor in Engineering (BEngg) in Industrial Engineering,2023,,,,,,,,,,,,,,,
Senior QA (Knit & Woven),https://jobs.bdjobs.com/jobdetails.asp?id=1132786&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",12 to 15 year(s),BSc in Textile Engineering/Bachelor`s Degree in any discipline.,2023,,,,,,,,,,,,,,,
Senior Technician Washing,https://jobs.bdjobs.com/jobdetails.asp?id=1132785&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",14 to 15 year(s),BSc in Textile Engineering/Bachelor in any discipline,2023,,,,,,,,,,,,,,,
"Upazila Coordinator, ACTB Project",https://jobs.bdjobs.com/jobdetails.asp?id=1132782&fcatId=-1&ln=1,Social Marketing Company,Anywhere in Bangladesh,At least 2 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
????????? (?????),https://jobs.bdjobs.com/jobdetails.asp?id=1132781&fcatId=-1&ln=2,??????? ????????? ???????? (??????),?????????? ?????? ??????,Na,?????? ?????? (???? ???????? ??????????),2023,,,,,,,,,,,,,,,
"Program Officer, MMS Project",https://jobs.bdjobs.com/jobdetails.asp?id=1132780&fcatId=-1&ln=1,Social Marketing Company,Anywhere in Bangladesh,1 to 2 year(s),Masters degree in any discipline from any reputed institution.,2023,,,,,,,,,,,,,,,
"Assistant Manager, IT",https://jobs.bdjobs.com/jobdetails.asp?id=1132777&fcatId=-1&ln=1,FCI (BD) Ltd.,Chittagong Epz,At least 5 year(s),Bachelor of Science (BSc) in Computer Science & Engineering,2023,,,,,,,,,,,,,,,
Executive (Land & Legal),https://jobs.bdjobs.com/jobdetails.asp?id=1132842&fcatId=-1&ln=1,ACME Garments Unit,Uttara,At least 5 year(s),"Bachelor of Law (LLB), Master of Law (LLM)",2023,,,,,,,,,,,,,,,
Sr. Executive/ Executive - Call Center,https://jobs.bdjobs.com/jobdetails.asp?id=1132840&fcatId=-1&ln=1,Rupayan Group,Dhaka,At least 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Area Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132836&fcatId=-1&ln=1,SMC Enterprise Ltd.,Anywhere in Bangladesh,At least 6 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Manager- Administration,https://jobs.bdjobs.com/jobdetails.asp?id=1132834&fcatId=-1&ln=1,International Rescue Committee (IRC),Dhaka,At least 5 year(s),Master`s/ Graduate degree in Business Administration/ Logistics/ Supply Chain/IT,2023,,,,,,,,,,,,,,,
??? ??? ?????? ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132835&fcatId=-1&ln=2,Dhaka Club Limited,????,At least 10 year(s),???????? ????? ??????????? ???????? ??? ??? ??? ????????? ???? ?????? ?????????? ???? ?????? ...,2023,,,,,,,,,,,,,,,
Assistant General Manager - Finance & Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1132828&fcatId=-1&ln=1,Asons Bangladesh (Pvt) Ltd.,Dhaka,2 to 3 year(s),Honors & Masters in Accounting With,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Team Member (Customer Care - Telesales),https://jobs.bdjobs.com/jobdetails.asp?id=1132825&fcatId=-1&ln=1,OnnoRokom Electroncis Co. Ltd. (A concern of OnnoRokom Group),Motijheel,0 to 1 year(s),HSC,2023,,,,,,,,,,,,,,,
Accounting Officer (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1132801&fcatId=-1&ln=1,Bright Career Service ltd.,Banani,At most 1 year(s),HSC,2023,,,,,,,,,,,,,,,
Surveyor - PR & Legal Department,https://jobs.bdjobs.com/jobdetails.asp?id=1132666&fcatId=-1&ln=1,Square Textiles Division,Uttara,5 to 7 year(s),Graduation from any Public/Private/National University,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Officer, Safety, Security Services",https://jobs.bdjobs.com/jobdetails.asp?id=1132823&fcatId=-1&ln=1,BRAC,Dhaka,At least 1 year(s),B.Sc (Engg.) from any recognized university/ institution (Preferred subject EEE/Mechanical/IPE/ ...,2023,,,,,,,,,,,,,,,
Compliance Manager (Woven Garments),https://jobs.bdjobs.com/jobdetails.asp?id=1132457&fcatId=-1&ln=1,Fountain Garments,Savar,8 to 10 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
"Territory Officer, ENI Lubricants",https://jobs.bdjobs.com/jobdetails.asp?id=1132827&fcatId=-1&ln=1,ACI Motors Limited,Anywhere in Bangladesh,2 to 4 year(s),Bachelor degree/graduation in any discipline,2023,,,,,,,,,,,,,,,
"Senior Executive/ Assistant Manager - Corporate Sales (Cable,Plastic,Non Plastic)",https://jobs.bdjobs.com/jobdetails.asp?id=1132824&fcatId=-1&ln=1,A Reputed Group of Companies,"Chattogram, Dhaka",2 to 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Medical Services Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132820&fcatId=-1&ln=1,Eskayef Pharmaceuticals Ltd.,Anywhere in Bangladesh,Na,Masters/ B.Pharm/ Graduate,2023,,,,,,,,,,,,,,,
Assistant Executive (Tax & Vat),https://jobs.bdjobs.com/jobdetails.asp?id=1132818&fcatId=-1&ln=1,A Reputed Pharmaceuticals Company,Dhaka,3 to 4 year(s),Master with Finance & Accounting Background,2023,,,,,,,,,,,,,,,
Project Engineer (Project Document Controller & Project Coordinator),https://jobs.bdjobs.com/jobdetails.asp?id=1132810&fcatId=-1&ln=1,Franklin Floortech,Dhaka,At least 1 year(s),BSc in Civil Engineering from reputed Public or Private Universities.,2023,,,,,,,,,,,,,,,
Wash Technician/ Senior Wash Technician,https://jobs.bdjobs.com/jobdetails.asp?id=1132807&fcatId=-1&ln=1,Creative Wash Limited,"Dhaka, Gazipur",At least 7 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Sales and Service Engineer (EGP Expert),https://jobs.bdjobs.com/jobdetails.asp?id=1132806&fcatId=-1&ln=1,Glassco Scientific & Analytical Company,Dhaka,Na,Bachelor Degree In any Reputed Institute (English Department Preferable),2023,,,,,,,,,,,,,,,
IT Exective,https://jobs.bdjobs.com/jobdetails.asp?id=1132815&fcatId=-1&ln=1,MA ENTERPRISE.,Dhaka,3 to 7 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Floor In charge-Workshop,https://jobs.bdjobs.com/jobdetails.asp?id=1132814&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,At least 20 year(s),Diploma in Engineering,2023,,,,,,,,,,,,,,,
Automobile Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132813&fcatId=-1&ln=1,MA ENTERPRISE.,Tejgaon Industrial Area,3 to 5 year(s),Diploma in Automobile,2023,,,,,,,,,,,,,,,
Chief Operating Officer (COO)/ Executive Director,https://jobs.bdjobs.com/jobdetails.asp?id=1132799&fcatId=-1&ln=1,Ha-Meem Denim Limited,"Dhaka, Gazipur",At least 16 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Software Engineer, Java",https://jobs.bdjobs.com/jobdetails.asp?id=1132804&fcatId=-1&ln=1,eGeneration Limited,Dhaka,3 to 5 year(s),Bachelor of Science (BSc) in Computer Science,2023,,,,,,,,,,,,,,,
Officer - Store (Accessories),https://jobs.bdjobs.com/jobdetails.asp?id=1132803&fcatId=-1&ln=1,A Largest Knit Garments Group of Company,Ashulia,2 to 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Manager/Sr. Manager-Sales,https://jobs.bdjobs.com/jobdetails.asp?id=1132572&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,10 to 15 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
Merchandiser/ Sr. Merchandiser For Knit Garments Industry,https://jobs.bdjobs.com/jobdetails.asp?id=1132798&fcatId=-1&ln=1,MITALI GROUP,Gazipur,5 to 7 year(s),Masters degree in any discipline.,2023,,,,,,,,,,,,,,,
"Executive, Supply Chain",https://jobs.bdjobs.com/jobdetails.asp?id=1132565&fcatId=-1&ln=1,MA ENTERPRISE.,Anywhere in Bangladesh,3 to 5 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
"Pattern Master, Woven",https://jobs.bdjobs.com/jobdetails.asp?id=1132378&fcatId=-1&ln=1,Buying House,Anywhere in Bangladesh,4 to 6 year(s),HSC,2023,,,,,,,,,,,,,,,
"Sr. Pattern Master, Woven",https://jobs.bdjobs.com/jobdetails.asp?id=1132385&fcatId=-1&ln=1,Buying House,Anywhere in Bangladesh,5 to 7 year(s),Bachelor of Business Administration (BBA),2023,,,,,,,,,,,,,,,
Technical Lead,https://jobs.bdjobs.com/jobdetails.asp?id=1132797&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 5 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Technical Project Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132796&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 5 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
"Assistant Technical Specialist, Self Reliance, HCMP",https://jobs.bdjobs.com/jobdetails.asp?id=1132787&fcatId=-1&ln=1,BRAC.,Ukhia,At least 4 year(s),B.Sc/M. Sc. in Agriculture/Horticulture/Agronomy from any recognized university/ institution.,2023,,,,,,,,,,,,,,,
Manager Merchandising (Knit & Woven),https://jobs.bdjobs.com/jobdetails.asp?id=1132788&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",12 to 14 year(s),Graduate in any discipline from recognized university.,2023,,,,,,,,,,,,,,,
Senior Manager (Production),https://jobs.bdjobs.com/jobdetails.asp?id=1132784&fcatId=-1&ln=1,YP Ashulia Limited,Anywhere in Bangladesh,3 to 5 year(s),Bachelor in Engineering (BEngg) in Industrial Engineering,2023,,,,,,,,,,,,,,,
Senior QA (Knit & Woven),https://jobs.bdjobs.com/jobdetails.asp?id=1132786&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",12 to 15 year(s),BSc in Textile Engineering/Bachelor`s Degree in any discipline.,2023,,,,,,,,,,,,,,,
Senior Technician Washing,https://jobs.bdjobs.com/jobdetails.asp?id=1132785&fcatId=-1&ln=1,NORP KNIT INDUSTRIES LIMITED,"Gazipur, Gazipur Sadar",14 to 15 year(s),BSc in Textile Engineering/Bachelor in any discipline,2023,,,,,,,,,,,,,,,
"Upazila Coordinator, ACTB Project",https://jobs.bdjobs.com/jobdetails.asp?id=1132782&fcatId=-1&ln=1,Social Marketing Company,Anywhere in Bangladesh,At least 2 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
????????? (?????),https://jobs.bdjobs.com/jobdetails.asp?id=1132781&fcatId=-1&ln=2,??????? ????????? ???????? (??????),?????????? ?????? ??????,Na,?????? ?????? (???? ???????? ??????????),2023,,,,,,,,,,,,,,,
"Program Officer, MMS Project",https://jobs.bdjobs.com/jobdetails.asp?id=1132780&fcatId=-1&ln=1,Social Marketing Company,Anywhere in Bangladesh,1 to 2 year(s),Masters degree in any discipline from any reputed institution.,2023,,,,,,,,,,,,,,,
"Assistant Manager, IT",https://jobs.bdjobs.com/jobdetails.asp?id=1132777&fcatId=-1&ln=1,FCI (BD) Ltd.,Chittagong Epz,At least 5 year(s),Bachelor of Science (BSc) in Computer Science & Engineering,2023,,,,,,,,,,,,,,,
Social Media Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132482&fcatId=-1&ln=1,Alishan Beauty Parlour Ltd,Chattogram,0 to 3 year(s),Vocational Engineering & mechanical.,,,,,,,,,,,,,,,,
Vocational Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132904&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,Masters/MBA/M.Com/MSS/BA/Graduation,2023,,,,,,,,,,,,,,,
Branch Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132900&fcatId=-1&ln=1,Prime Insurance Company Limited.,Anywhere in Bangladesh,At least 15 year(s),,2023,,,,,,,,,,,,,,,
,,,,,MBA/MBS/M.Com in Accounting/Finance;,,,,,,,,,,,,,,,,
SVP/ DVP (Finance & Accounts Deptt.),https://jobs.bdjobs.com/jobdetails.asp?id=1132868&fcatId=-1&ln=1,Prime Insurance Company Limited.,Dhaka,8 to 10 year(s),MBA/MBS/M.Com in Accounting/Finance;,2023,,,,,,,,,,,,,,,
Chief Finance Officer (CFO),https://jobs.bdjobs.com/jobdetails.asp?id=1132865&fcatId=-1&ln=1,Prime Insurance Company Limited.,Dhaka,At least 5 year(s),Masters/MBA/M.Com/MSS,2023,,,,,,,,,,,,,,,
Head of Underwriting Department.,https://jobs.bdjobs.com/jobdetails.asp?id=1132864&fcatId=-1&ln=1,Prime Insurance Company Limited.,Dhaka,At least 15 year(s),,2023,,,,,,,,,,,,,,,
,,,,,Masters/MBA/M.Com/MSS,,,,,,,,,,,,,,,,
Head of Claims,https://jobs.bdjobs.com/jobdetails.asp?id=1132858&fcatId=-1&ln=1,Prime Insurance Company Limited.,Dhaka,At least 15 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Software Engineer- II (Frontend),https://jobs.bdjobs.com/jobdetails.asp?id=1132808&fcatId=-1&ln=1,Medina Tech,Anywhere in Bangladesh,At least 3 year(s),FCPS/ MS,2023,https://corporate.bdjobs.com/logos/83796_0.jpg,,,,,,,,,,,,,,
Consultant (General Surgery),https://jobs.bdjobs.com/jobdetails.asp?id=1132899&fcatId=-1&ln=1,Ashulia Women and Children Hospital,Ashulia,3 to 5 year(s),,2023,,,,,,,,,,,,,,,
,,,,,"Diploma in Mechanical Engineering,",,,,,,,,,,,,,,,,
Mechanical Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132895&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,B.Sc/M.Sc in Environmental Science from any reputed public university.,2023,,,,,,,,,,,,,,,
Sustainability Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132887&fcatId=-1&ln=1,Reputed Knit Composite Factory.,Anywhere in Bangladesh,0 to 4 year(s),Honors/Masters from any discipline.,2023,,,,,,,,,,,,,,,
Business Development Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132871&fcatId=-1&ln=1,Safe Daycare and Pre-School,Dhaka,At least 8 year(s),Master of Business Administration (MBA) in Supply Chain Management/Apparel ...,2023,https://corporate.bdjobs.com/logos/110746_0.png,,,,,,,,,,,,,,
Manager - Supply Chain Management/ Procurement,https://jobs.bdjobs.com/jobdetails.asp?id=1132867&fcatId=-1&ln=1,Silver Line Group,Gulshan,10 to 14 year(s),Graduate/Master degree in any subject.,2023,,,,,,,,,,,,,,,
Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132893&fcatId=-1&ln=1,Renaissance Hospital and Research Institute Ltd.,Dhaka,Na,Diploma in Engineering in Electrical & Electronics.,2023,https://corporate.bdjobs.com/logos/84740_0.jpg,,,,,,,,,,,,,,
Electrical & Electronics Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132886&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,Masters  in any discipline.,2023,,,,,,,,,,,,,,,
Project Manager/ In charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132889&fcatId=-1&ln=1,SG Oil Refineries Limited,Mongla,3 to 5 year(s),Bachelor of Commerce (B.com),2023,,,,,,,,,,,,,,,
Asst. Manager / Manager - Garments Store,https://jobs.bdjobs.com/jobdetails.asp?id=1132877&fcatId=-1&ln=1,JCL Group.,Dhaka,12 to 15 year(s),Diploma in Engineering in mechanical.,2023,,,,,,,,,,,,,,,
Diploma Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132875&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,,2023,,,,,,,,,,,,,,,
matching matching,https://jobs.bdjobs.com/jobdetails.asp?id=1132881&fcatId=-1&ln=1,RenRioPakhi,Anywhere in Bangladesh,At least 2 year(s),Master of Business Administration (MBA),,,,,,,,,,,,,,,,
GM/ DGM (Credit Realization - CR),https://jobs.bdjobs.com/jobdetails.asp?id=1132860&fcatId=-1&ln=1,Goldsands Hotel and Resort Ltd.,Gulshan,At least 15 year(s),,2023,https://corporate.bdjobs.com/logos/48548_0.jpg,,,,,,,,,,,,,,
Telesales executive,https://jobs.bdjobs.com/jobdetails.asp?id=1129141&fcatId=-1&ln=1,Dtech Online Limited,Dhaka,1 to 2 year(s),Bachelor degree in any discipline,,,,,,,,,,,,,,,,
