Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132893&fcatId=-1&ln=1,Renaissance Hospital and Research Institute Ltd.,Dhaka,Na,Graduate/Master degree in any subject.,2023,https://corporate.bdjobs.com/logos/84740_0.jpg,,,,,,,,,,,,,,
Electrical & Electronics Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132886&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,Diploma in Engineering in Electrical & Electronics.,2023,,,,,,,,,,,,,,,
Project Manager/ In charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132889&fcatId=-1&ln=1,SG Oil Refineries Limited,Mongla,3 to 5 year(s),Masters  in any discipline.,2023,,,,,,,,,,,,,,,
Asst. Manager / Manager - Garments Store,https://jobs.bdjobs.com/jobdetails.asp?id=1132877&fcatId=-1&ln=1,JCL Group.,Dhaka,12 to 15 year(s),Bachelor of Commerce (B.com),2023,,,,,,,,,,,,,,,
Diploma Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132875&fcatId=-1&ln=1,A Well Established 100% Export Oriented Frozen Shrimp Processing Plant,Chattogram,Na,Diploma in Engineering in mechanical.,2023,,,,,,,,,,,,,,,
matching matching,https://jobs.bdjobs.com/jobdetails.asp?id=1132881&fcatId=-1&ln=1,RenRioPakhi,Anywhere in Bangladesh,At least 2 year(s),,,,,,,,,,,,,,,,,
GM/ DGM (Credit Realization - CR),https://jobs.bdjobs.com/jobdetails.asp?id=1132860&fcatId=-1&ln=1,Goldsands Hotel and Resort Ltd.,Gulshan,At least 15 year(s),Master of Business Administration (MBA),2023,https://corporate.bdjobs.com/logos/48548_0.jpg,,,,,,,,,,,,,,
Telesales executive,https://jobs.bdjobs.com/jobdetails.asp?id=1129141&fcatId=-1&ln=1,Dtech Online Limited,Dhaka,1 to 2 year(s),,,,,,,,,,,,,,,,,
Information Desk Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1131961&fcatId=-1&ln=1,Grameen Caledonian College of Nursing(GCCN),Anywhere in Bangladesh,1 to 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Assistant Manager/ Deputy Manager - Sales (Walk-in-Interview),https://jobs.bdjobs.com/jobdetails.asp?id=1132862&fcatId=-1&ln=1,Rupayan Housing Estate Ltd,"Chattogram, Dhaka, Narayanganj",At least 6 year(s),Graduation (preferably in Marketing) from any reputed University.,2023,https://corporate.bdjobs.com/logos/27227_2.png,,,,,,,,,,,,,,
Executive/ Sr. Executive- Product Management,https://jobs.bdjobs.com/jobdetails.asp?id=1132863&fcatId=-1&ln=1,Global Brand Pvt. Ltd.,Dhaka,2 to 3 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,,,,,,,,,,,,,,,
Application Support Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132683&fcatId=-1&ln=1,Orogenic Resources (BD) Ltd,Anywhere in Bangladesh,4 to 5 year(s),B.Sc. Computer Science,2023,,,,,,,,,,,,,,,
Field Executive / Field Officer - Sales & Promotion,https://jobs.bdjobs.com/jobdetails.asp?id=1132847&fcatId=-1&ln=1,Voltex Battery Manufacturing Co. Ltd.,Anywhere in Bangladesh,Na,,,https://corporate.bdjobs.com/logos/58507_0.jpg,,,,,,,,,,,,,,
"Manager, Food Production & Services",https://jobs.bdjobs.com/jobdetails.asp?id=1132833&fcatId=-1&ln=1,Dhaka Club Limited,Dhaka,At least 10 year(s),Preferably graduate and diploma in Hotel Management with specialty in production & F&B services.,2023,https://corporate.bdjobs.com/logos/31096_0.png,,,,,,,,,,,,,,
Production Chemist (Emulsion),https://jobs.bdjobs.com/jobdetails.asp?id=1132717&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),M.Sc./ B.Sc. in Chemistry in any Reputed University with minimum 3-5 years` experience in the same ...,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Production Chemist  (Alkyd Resin),https://jobs.bdjobs.com/jobdetails.asp?id=1132716&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),M.Sc./ B.Sc. in Chemistry in any Reputed University with minimum 3-5 years` experience in the same ...,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Executive/ Sr. Executive - Sales (Walk-in-Interview),https://jobs.bdjobs.com/jobdetails.asp?id=1132850&fcatId=-1&ln=1,Rupayan Housing Estate Ltd,"Chattogram, Dhaka, Narayanganj",At least 2 year(s),Graduation (preferably in Marketing) from any reputed University.,2023,https://corporate.bdjobs.com/logos/27227_2.png,,,,,,,,,,,,,,
Officer/ Sr. Officer - HR,https://jobs.bdjobs.com/jobdetails.asp?id=1132802&fcatId=-1&ln=1,Akij Resources Limited,Dhaka,At least 3 year(s),BBA and MBA in HRM from reputed University,2023,,,,,,,,,,,,,,,
PS to Managing Director,https://jobs.bdjobs.com/jobdetails.asp?id=1132792&fcatId=-1&ln=1,Fariha Group,Dhaka,At least 5 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
Field Recovery Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132819&fcatId=-1&ln=1,Adorsho Polly Foundation,Jatrabari,Na,HSC,2023,,,,,,,,,,,,,,,
Sales Executive  (Decorative Paints),https://jobs.bdjobs.com/jobdetails.asp?id=1132719&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Sales Executive ( Industrial & Marine Paints),https://jobs.bdjobs.com/jobdetails.asp?id=1132718&fcatId=-1&ln=1,Classic Chemical Industries Limited,Dhaka,3 to 5 year(s),M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Marketing Officer / Sr. Marketing Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132731&fcatId=-1&ln=1,Bio Care Agro Limited,Anywhere in Bangladesh,2 to 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Showroom in-charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132722&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,1 to 2 year(s),B.A/B.Com in any reputed university with minimum 1-2 year experience in the same field and good ...,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Sales Executive  (Chemicals),https://jobs.bdjobs.com/jobdetails.asp?id=1132721&fcatId=-1&ln=1,Classic Chemical Industries Limited,Dhaka,3 to 5 year(s),M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Graphic Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1132849&fcatId=-1&ln=1,ISHO Limited,Banani,3 to 5 year(s),Bachelor degree in any discipline,2023,https://corporate.bdjobs.com/logos/85221_3.jpg,,,,,,,,,,,,,,
???????? ????? ??? ???? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132838&fcatId=-1&ln=2,??????? ?????,????,0 to 1 year(s),,,,,,,,,,,,,,,,,
,,,,,,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,comp_logo src,,
Manager - Import & Purchase,https://jobs.bdjobs.com/jobdetails.asp?id=1130392&fcatId=-1&ln=1,SJM Industries Ltd.,Dhaka,,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Team leader / Assistant Manager, Ticketing & Reservation",https://jobs.bdjobs.com/jobdetails.asp?id=1130394&fcatId=-1&ln=1,Go BD Go Limited,Dhaka,,Bachelor degree in any discipline.,2023,https://corporate.bdjobs.com/logos/36772_0.jpg,,,,,,,,,,,,,,
Junior Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1130390&fcatId=-1&ln=1,Muslim Hands International,Sylhet,,Bachelor`s degree in required subject.,2023,https://corporate.bdjobs.com/logos/62971_0.jpg,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Assistant Teacher (Religion + English),https://jobs.bdjobs.com/jobdetails.asp?id=1130384&fcatId=-1&ln=1,Muslim Hands International,Sylhet,,Master`s degree in required subject.,2023,https://corporate.bdjobs.com/logos/62971_0.jpg,,,,,,,,,,,,,,
Junior Assistant Producer (Digital),https://jobs.bdjobs.com/jobdetails.asp?id=1130263&fcatId=-1&ln=1,BBC Media Action,Cox's Bazar,,,2023,https://corporate.bdjobs.com/logos/23675_0.jpg,,,,,,,,,,,,,,
Assistant Producer (Digital),https://jobs.bdjobs.com/jobdetails.asp?id=1130260&fcatId=-1&ln=1,BBC Media Action,Cox's Bazar,,,2023,https://corporate.bdjobs.com/logos/23675_0.jpg,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Regional In-Charge, Marketing, Sales and Recovery",https://jobs.bdjobs.com/jobdetails.asp?id=1130388&fcatId=-1&ln=1,The Metal (Pvt.) Limited,Anywhere in Bangladesh,,Incumbents should have minimum Graduate in any discipline/ MBA in Marketing/ Graduate in ...,2023,,,,,,,,,,,,,,,
Officer (Transport),https://jobs.bdjobs.com/jobdetails.asp?id=1130386&fcatId=-1&ln=1,Akij Group,Anywhere in Bangladesh,,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Project Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1130383&fcatId=-1&ln=1,Mirpur Ceramic Works Limited,Dhaka,,Bachelor degree in any discipline,2023,https://corporate.bdjobs.com/logos/107481_5.jpg,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shift Control Engineer - BTG,https://jobs.bdjobs.com/jobdetails.asp?id=1130369&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,At least 10 year(s),B. Sc. - Mechanical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
DCS Station Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1130374&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,At least 2 year(s),B. Sc. - Electrical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
Electrical Operator,https://jobs.bdjobs.com/jobdetails.asp?id=1130373&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,1 to 2 year(s),B. Sc. -Electrical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
"Executive, HR & Admin",https://jobs.bdjobs.com/jobdetails.asp?id=1130350&fcatId=-1&ln=1,Corporate Projukti Limited,"Dhaka, Shibchar",,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Lab Analysist,https://jobs.bdjobs.com/jobdetails.asp?id=1130376&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,1 to 2 year(s),B. Sc. in Chemical Engineering / Chemistry.,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
I&C Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1130375&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,Na,B. Sc. - Electrical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
Officer (Automobile-Procurement),https://jobs.bdjobs.com/jobdetails.asp?id=1130296&fcatId=-1&ln=1,Akij Group,Tejgaon,Na,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Commercial Officer (Export),https://jobs.bdjobs.com/jobdetails.asp?id=1130380&fcatId=-1&ln=1,Gears Group,Dhaka,,Masters degree in any discipline.,2023,,,,,,,,,,,,,,,
Local Operator - Chemistry,https://jobs.bdjobs.com/jobdetails.asp?id=1130378&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,At least 8 year(s),B. Sc. / M. Sc in Chemical Engineering / Chemistry,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
Chemistry Operator-Assistant,https://jobs.bdjobs.com/jobdetails.asp?id=1130377&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,At least 3 year(s),B. Sc. / M. Sc Chemistry,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
Desulphurization Operator,https://jobs.bdjobs.com/jobdetails.asp?id=1130381&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,At least 8 year(s),B. Sc. - Mechanical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
ESP/Ash Operator,https://jobs.bdjobs.com/jobdetails.asp?id=1130379&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,,B. Sc. - Mechanical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
Asst. Jetty Operator,https://jobs.bdjobs.com/jobdetails.asp?id=1130382&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,5 to 8 year(s),Diploma - Mechanical,2023,https://corporate.bdjobs.com/logos/65084_0.jpg,,,,,,,,,,,,,,
"Pharmacist, Health and Nutrition, HCMP",https://jobs.bdjobs.com/jobdetails.asp?id=1130362&fcatId=-1&ln=1,BRAC.,"Teknaf, Ukhia",5 to 8 year(s),BSc or Diploma in Pharmacy from any recognized university/institution,2023,,,,,,,,,,,,,,,
Executive- Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1130323&fcatId=-1&ln=1,Matsuoka Corporation,Pabna,5 to 8 year(s),M.Com/B. Com/MBA.,2023,https://corporate.bdjobs.com/logos/90151_0.jpg,,,,,,,,,,,,,,
"Executive- Admin, (HR & Compliance)",https://jobs.bdjobs.com/jobdetails.asp?id=1130335&fcatId=-1&ln=1,Matsuoka Corporation,Pabna,At least 2 year(s),Master`s degree in any discipline.,2023,https://corporate.bdjobs.com/logos/90151_0.jpg,,,,,,,,,,,,,,
"AGM, Construction",https://jobs.bdjobs.com/jobdetails.asp?id=1130368&fcatId=-1&ln=1,Police Trust Construction & Development,Dhaka,5 to 8 year(s),"Bachelor of Science (BSc) in Civil Engineering from BUET, KUET, CUET, RUET (Preferably from ...",2023,,,,,,,,,,,,,,,
Executive (Commercial),https://jobs.bdjobs.com/jobdetails.asp?id=1130337&fcatId=-1&ln=1,Matsuoka Corporation,Pabna,5 to 8 year(s),Master`s degree in any discipline.,2023,https://corporate.bdjobs.com/logos/90151_0.jpg,,,,,,,,,,,,,,
Chinese Interpreter,https://jobs.bdjobs.com/jobdetails.asp?id=1130353&fcatId=-1&ln=1,Matsuoka Corporation,Pabna,2 to 4 year(s),N/A,2023,https://corporate.bdjobs.com/logos/90151_0.jpg,,,,,,,,,,,,,,
Electric Asst. Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1130366&fcatId=-1&ln=1,Matsuoka Corporation,Pabna,5 to 7 year(s),Diploma / BSC in EEE.,2023,https://corporate.bdjobs.com/logos/90151_0.jpg,,,,,,,,,,,,,,
Inspirator - Climate Resilient Livelihood,https://jobs.bdjobs.com/jobdetails.asp?id=1130352&fcatId=-1&ln=1,ActionAid Bangladesh,"Bagerhat, Barguna, Chattogram, Dhaka, Kurigram, Satkhira",3 to 4 year(s),Graduate from any discipline with good academic results,2023,https://corporate.bdjobs.com/logos/17418_0.jpg,,,,,,,,,,,,,,
Operation Head in Auto Parts Industry,https://jobs.bdjobs.com/jobdetails.asp?id=1130331&fcatId=-1&ln=1,SJM Industries Ltd.,Ashulia,3 to 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Inspirator - Democratic Space and GRPS,https://jobs.bdjobs.com/jobdetails.asp?id=1130355&fcatId=-1&ln=1,ActionAid Bangladesh,"Patharghata, Rampal",5 to 8 year(s),Graduate from any discipline with good academic results,2023,https://corporate.bdjobs.com/logos/17418_0.jpg,,,,,,,,,,,,,,
????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1130348&fcatId=-1&ln=2,???? ?????????? ?????????,??????,5 to 8 year(s),?? ??????/?? ??????,2023,,,,,,,,,,,,,,,
VIP ????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1130363&fcatId=-1&ln=2,???? ?????????? ?????????,??????,3 to 4 year(s),??????/???????,2023,,,,,,,,,,,,,,,
Inspirator - Leadership Development and Public Service Accountability,https://jobs.bdjobs.com/jobdetails.asp?id=1130356&fcatId=-1&ln=1,ActionAid Bangladesh,"Dhaka, Teknaf",At least 1 year(s),Graduate from any discipline with good academic results,2023,https://corporate.bdjobs.com/logos/17418_0.jpg,,,,,,,,,,,,,,
Flainox Dyeing Machine Operator - Seamless,https://jobs.bdjobs.com/jobdetails.asp?id=1130364&fcatId=-1&ln=1,A Well Reputed Group of Company,Kashimpur,2 to 3 year(s),HSC/Graduate,2023,,,,,,,,,,,,,,,
Inspirator - Protection & Resilience in Crisis,https://jobs.bdjobs.com/jobdetails.asp?id=1130358&fcatId=-1&ln=1,ActionAid Bangladesh,"Satkhira, Teknaf",Na,Graduate from any discipline with good academic results,2023,https://corporate.bdjobs.com/logos/17418_0.jpg,,,,,,,,,,,,,,
Assistant Manager/Manager - Sales and Marketing,https://jobs.bdjobs.com/jobdetails.asp?id=1130313&fcatId=-1&ln=1,Acquaint Technologies Ltd,Anywhere in Bangladesh,12 to 15 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,https://corporate.bdjobs.com/logos/83068_1.jpg,,,,,,,,,,,,,,
Assistant Manager - Seamless Dyeing,https://jobs.bdjobs.com/jobdetails.asp?id=1130351&fcatId=-1&ln=1,A Well Reputed Group of Company.,Anywhere in Bangladesh,1 to 3 year(s),B. Sc. In Textile Engineering,2023,,,,,,,,,,,,,,,
"GM - Human Resources, Administration & Compliance",https://jobs.bdjobs.com/jobdetails.asp?id=1130332&fcatId=-1&ln=1,A Multinational Manufacturing Company,Gazipur,At least 2 year(s),MBA/Masters degree in any discipline (preferred on HRM).,2023,,,,,,,,,,,,,,,
,,,,At least 3 year(s),,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,edu-text-d 2,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,comp_logo src,
"Assistant Manager - Corporate Sales, Hero Motorcycle",https://jobs.bdjobs.com/jobdetails.asp?id=1130309&fcatId=-1&ln=1,Nitol-Niloy Group,Dhaka,Na,Bachelor of Business Administration (BBA) in Marketing,2023,,,,,,,,,,,,,,,
"Executive, Sales",https://jobs.bdjobs.com/jobdetails.asp?id=1130343&fcatId=-1&ln=1,Babar Shoe Industries (Pvt.) Ltd.,Anywhere in Bangladesh,At least 10 year(s),The candidates should be at least graduate.,2023,,,,,,,,,,,,,,,
Data Analyst,https://jobs.bdjobs.com/jobdetails.asp?id=1130345&fcatId=-1&ln=1,SQ Group of Companies,Dhaka,At least 1 year(s),Bachelor of Science (BSc) in Computer Science,2023,,,,,,,,,,,,,,,
,,,,Na,,,,,,,,,,,,,,,,,
Quality Inspector - Seamless Dyeing,https://jobs.bdjobs.com/jobdetails.asp?id=1130336&fcatId=-1&ln=1,A Well Reputed Group of Company,Kashimpur,Na,HSC/Graduate,2023,,,,,,,,,,,,,,,
Sales Executive (Narayanganj),https://jobs.bdjobs.com/jobdetails.asp?id=1130341&fcatId=-1&ln=1,Bdjobs.com Limited,Narayanganj Sadar,At least 1 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Field Officer (Education) (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1130338&fcatId=-1&ln=1,Caritas Bangladesh,Cox's Bazar,1 to 2 year(s),"The qualified candidate will have a Bachelor in Education (B. Ed.), Bachelor in social science or ...",2023,,,,,,,,,,,,,,,
,,,,At least 1 year(s),,,,,,,,,,,,,,,,,
"Manager, Substation",https://jobs.bdjobs.com/jobdetails.asp?id=1130333&fcatId=-1&ln=1,SQ Group of Companies,Dhaka,4 to 6 year(s),Bachelor of Science (BSc) in EEE,2023,,,,,,,,,,,,,,,
Plant In Charge - Mechanical,https://jobs.bdjobs.com/jobdetails.asp?id=1130329&fcatId=-1&ln=1,KR Oxygen Ltd - Chittagong,Chattogram,4 to 5 year(s),B.Sc in Mechanical Engineering from Public/Private University with having good academic result.,2023,,,,,,,,,,,,,,,
Maintenance Officer- Mechanical,https://jobs.bdjobs.com/jobdetails.asp?id=1130319&fcatId=-1&ln=1,KR Oxygen Ltd - Chittagong,Chattogram,At least 15 year(s),Minimum 5 years for B.Sc Engineering in Mechanical or Diploma Eng. in Mechanical,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Associate Professor,https://jobs.bdjobs.com/jobdetails.asp?id=1130324&fcatId=-1&ln=1,IUBAT - International University of Business Agriculture and Technology,Dhaka,7 to 10 year(s),Note: For Business Administration at least one foreign degree/ Degree from IBA (DU) is must and for ...,2023,,,,,,,,,,,,,,,
Professor,https://jobs.bdjobs.com/jobdetails.asp?id=1130322&fcatId=-1&ln=1,IUBAT - International University of Business Agriculture and Technology,Dhaka,At least 2 year(s),Note: For Business Administration at least one foreign degree/ Degree from IBA (DU) is must and for ...,2023,,,,,,,,,,,,,,,
Lecturer,https://jobs.bdjobs.com/jobdetails.asp?id=1130328&fcatId=-1&ln=1,IUBAT - International University of Business Agriculture and Technology,Dhaka,2 to 5 year(s),Note: For Business Administration at least one foreign degree/ Degree from IBA (DU) is must and for ...,2023,,,,,,,,,,,,,,,
Assistant Professor,https://jobs.bdjobs.com/jobdetails.asp?id=1130325&fcatId=-1&ln=1,IUBAT - International University of Business Agriculture and Technology,Dhaka,,Note: For Business Administration at least one foreign degree/ Degree from IBA (DU) is must and for ...,2023,,,,,,,,,,,,,,,
Assistant Registrar - ENT,https://jobs.bdjobs.com/jobdetails.asp?id=1130316&fcatId=-1&ln=1,Medical College For Women and Hospital,Dhaka,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
Project Engineer/ Assistant Project Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1130317&fcatId=-1&ln=1,Rupayan City Uttara,Uttara,0 to 1 year(s),B.Sc/Diploma in Civil Engineering from any public University/ Institute.,2023,,,,,,,,,,,,,,,
Senior Executive/ Assistant Manager (Marketing & Sales),https://jobs.bdjobs.com/jobdetails.asp?id=1130314&fcatId=-1&ln=1,Prime Asset Group,Dhaka,At least 3 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
Senior Executive - Warehouse Management,https://jobs.bdjobs.com/jobdetails.asp?id=1130290&fcatId=-1&ln=1,A Reputed Group of Companies,Tejgaon,,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Medical Officer -CCU,https://jobs.bdjobs.com/jobdetails.asp?id=1130297&fcatId=-1&ln=1,Medical College For Women and Hospital,Dhaka,8 to 10 year(s),As per Dhaka University & BM&DC Rule.,2023,,,,,,,,,,,,,,,
Audit & Compliance Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1130000&fcatId=-1&ln=1,Christian Service Society (CSS),Anywhere in Bangladesh,At least 5 year(s),Bachelor degree/ Master`s degree.,2023,,,,,,,,,,,,,,,
Medical Information Officer (MIO),https://jobs.bdjobs.com/jobdetails.asp?id=1130285&fcatId=-1&ln=1,The White Horse Pharmaceuticals,Anywhere in Bangladesh,At least 5 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Programme Manager - Orphan & Child Rights,https://jobs.bdjobs.com/jobdetails.asp?id=1130299&fcatId=-1&ln=1,Islamic Relief Bangladesh,Dhaka,,Master of Development Studies (MDS),2023,,,,,,,,,,,,,,,
